,species,divergence_from_human_mya,peptide_alphabet,peptide_reference,peptide_ksize,peptide_bloom_filter,jaccard_threshold,true_positives,true_negatives,false_positives,false_negatives,precision,recall,F1_score
132,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_hp_k19.index,0.8,444,215.0,285,56.0,0.6090534979423868,0.888,0.7225386493083807
133,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_hp_k19.index,0.85,438,218.0,282,62.0,0.6083333333333333,0.876,0.7180327868852459
134,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_hp_k19.index,0.9,436,218.0,282,64.0,0.6072423398328691,0.872,0.715927750410509
135,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_hp_k21.index,0.75,446,228.0,272,54.0,0.6211699164345403,0.892,0.7323481116584566
136,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_hp_k21.index,0.8,442,230.0,270,58.0,0.6207865168539326,0.884,0.7293729372937293
137,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_hp_k21.index,0.85,438,232.0,268,62.0,0.6203966005665722,0.876,0.72636815920398
138,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_hp_k21.index,0.9,434,232.0,268,66.0,0.6182336182336182,0.868,0.7221297836938436
139,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_hp_k23.index,0.75,444,244.0,256,56.0,0.6342857142857142,0.888,0.74
140,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_hp_k23.index,0.8,442,245.0,255,58.0,0.6341463414634146,0.884,0.7385129490392649
141,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_hp_k23.index,0.85,438,247.0,253,62.0,0.6338639652677279,0.876,0.7355163727959698
142,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_hp_k23.index,0.9,434,248.0,252,66.0,0.6326530612244898,0.868,0.7318718381112985
143,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,25,output_simreads/sencha/index/refsprot_t1e9_hp_k25.index,0.8,431,269.0,231,69.0,0.6510574018126888,0.862,0.7418244406196214
144,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,29,output_simreads/sencha/index/refsprot_t1e9_hp_k29.index,0.8,235,496.0,4,265.0,0.9832635983263598,0.47,0.6359945872801082
145,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,31,output_simreads/sencha/index/refsprot_t1e9_hp_k31.index,0.8,222,497.0,3,278.0,0.9866666666666667,0.444,0.6124137931034482
146,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,33,output_simreads/sencha/index/refsprot_t1e9_hp_k33.index,0.8,219,497.0,3,281.0,0.9864864864864865,0.438,0.6066481994459834
147,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,35,output_simreads/sencha/index/refsprot_t1e9_hp_k35.index,0.8,213,497.0,3,287.0,0.9861111111111112,0.426,0.5949720670391062
148,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,37,output_simreads/sencha/index/refsprot_t1e9_hp_k37.index,0.8,211,497.0,3,289.0,0.985981308411215,0.422,0.5910364145658263
149,Bos taurus,96.0,hydrophobic-polar,Swiss Prot,39,output_simreads/sencha/index/refsprot_t1e9_hp_k39.index,0.8,210,497.0,3,290.0,0.9859154929577465,0.42,0.5890603085553997
150,Bos taurus,96.0,protein,Homo sapiens QfO,3,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k3.index,0.5,495,181.0,319,5.0,0.6081081081081081,0.99,0.7534246575342466
151,Bos taurus,96.0,protein,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k5.index,0.45,495,181.0,319,5.0,0.6081081081081081,0.99,0.7534246575342466
152,Bos taurus,96.0,protein,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k5.index,0.5,495,181.0,319,5.0,0.6081081081081081,0.99,0.7534246575342466
153,Bos taurus,96.0,protein,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k5.index,0.55,495,181.0,319,5.0,0.6081081081081081,0.99,0.7534246575342466
154,Bos taurus,96.0,protein,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k5.index,0.6,495,181.0,319,5.0,0.6081081081081081,0.99,0.7534246575342466
155,Bos taurus,96.0,protein,Homo sapiens QfO,6,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k6.index,0.45,417,412.0,88,83.0,0.8257425742574257,0.834,0.8298507462686566
156,Bos taurus,96.0,protein,Homo sapiens QfO,6,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k6.index,0.5,380,438.0,62,120.0,0.8597285067873304,0.76,0.8067940552016984
157,Bos taurus,96.0,protein,Homo sapiens QfO,6,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k6.index,0.55,351,451.0,49,149.0,0.8775,0.702,0.7799999999999999
158,Bos taurus,96.0,protein,Homo sapiens QfO,6,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k6.index,0.6,311,456.0,44,189.0,0.8760563380281691,0.622,0.7274853801169591
159,Bos taurus,96.0,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.45,259,491.0,9,241.0,0.9664179104477612,0.518,0.6744791666666666
160,Bos taurus,96.0,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.5,238,492.0,8,262.0,0.967479674796748,0.476,0.6380697050938338
161,Bos taurus,96.0,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.55,218,493.0,7,282.0,0.9688888888888889,0.436,0.6013793103448276
162,Bos taurus,96.0,protein,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k7.index,0.6,196,493.0,7,304.0,0.9655172413793104,0.392,0.5576102418207681
163,Bos taurus,96.0,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.45,230,492.0,8,270.0,0.9663865546218487,0.46,0.6233062330623307
164,Bos taurus,96.0,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.5,206,493.0,7,294.0,0.9671361502347418,0.412,0.5778401122019635
165,Bos taurus,96.0,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.55,185,493.0,7,315.0,0.9635416666666666,0.37,0.5346820809248555
166,Bos taurus,96.0,protein,Homo sapiens QfO,8,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k8.index,0.6,163,493.0,7,337.0,0.9588235294117647,0.326,0.48656716417910456
167,Bos taurus,96.0,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.45,212,493.0,7,288.0,0.9680365296803652,0.424,0.5897079276773296
168,Bos taurus,96.0,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.5,185,493.0,7,315.0,0.9635416666666666,0.37,0.5346820809248555
169,Bos taurus,96.0,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.55,167,493.0,7,333.0,0.9597701149425287,0.334,0.49554896142433236
170,Bos taurus,96.0,protein,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k9.index,0.6,146,497.0,3,354.0,0.9798657718120806,0.292,0.44992295839753466
171,Bos taurus,96.0,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.45,183,493.0,7,317.0,0.9631578947368421,0.366,0.5304347826086957
172,Bos taurus,96.0,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.5,167,497.0,3,333.0,0.9823529411764705,0.334,0.4985074626865672
173,Bos taurus,96.0,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.55,150,497.0,3,350.0,0.9803921568627451,0.3,0.4594180704441041
174,Bos taurus,96.0,protein,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k10.index,0.6,134,497.0,3,366.0,0.9781021897810219,0.268,0.4207221350078493
175,Bos taurus,96.0,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.45,172,497.0,3,328.0,0.9828571428571429,0.344,0.5096296296296295
176,Bos taurus,96.0,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.5,154,497.0,3,346.0,0.9808917197452229,0.308,0.4687975646879757
177,Bos taurus,96.0,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.55,145,497.0,3,355.0,0.9797297297297297,0.29,0.44753086419753085
178,Bos taurus,96.0,protein,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k11.index,0.6,126,497.0,3,374.0,0.9767441860465116,0.252,0.40063593004769477
179,Bos taurus,96.0,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.45,160,497.0,3,340.0,0.9815950920245399,0.32,0.4826546003016592
180,Bos taurus,96.0,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.5,147,497.0,3,353.0,0.98,0.294,0.4523076923076923
181,Bos taurus,96.0,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.55,140,497.0,3,360.0,0.9790209790209791,0.28,0.4354587869362365
182,Bos taurus,96.0,protein,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k12.index,0.6,121,497.0,3,379.0,0.9758064516129032,0.242,0.38782051282051283
183,Bos taurus,96.0,protein,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k13.index,0.5,141,497.0,3,359.0,0.9791666666666666,0.282,0.43788819875776397
184,Bos taurus,96.0,protein,Homo sapiens QfO,15,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k15.index,0.5,124,497.0,3,376.0,0.9763779527559056,0.248,0.3955342902711324
185,Bos taurus,96.0,protein,Homo sapiens QfO,17,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k17.index,0.5,93,497.0,3,407.0,0.96875,0.186,0.31208053691275167
186,Bos taurus,96.0,protein,Homo sapiens QfO,19,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k19.index,0.5,84,497.0,3,416.0,0.9655172413793104,0.168,0.28620102214650767
187,Bos taurus,96.0,protein,Homo sapiens QfO,21,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k21.index,0.5,80,497.0,3,420.0,0.963855421686747,0.16,0.27444253859348205
188,Bos taurus,96.0,protein,Homo sapiens QfO,23,output_simreads/sencha/index/refHsapiens_QfO_t1e8_protein_k23.index,0.5,76,500.0,0,424.0,1.0,0.152,0.2638888888888889
189,Bos taurus,96.0,protein,Swiss Prot,3,output_simreads/sencha/index/refsprot_t1e9_protein_k3.index,0.5,495,181.0,319,5.0,0.6081081081081081,0.99,0.7534246575342466
190,Bos taurus,96.0,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.45,495,181.0,319,5.0,0.6081081081081081,0.99,0.7534246575342466
191,Bos taurus,96.0,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.5,495,181.0,319,5.0,0.6081081081081081,0.99,0.7534246575342466
192,Bos taurus,96.0,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.55,495,181.0,319,5.0,0.6081081081081081,0.99,0.7534246575342466
193,Bos taurus,96.0,protein,Swiss Prot,5,output_simreads/sencha/index/refsprot_t1e9_protein_k5.index,0.6,495,181.0,319,5.0,0.6081081081081081,0.99,0.7534246575342466
194,Bos taurus,96.0,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.45,495,183.0,317,5.0,0.6096059113300493,0.99,0.7545731707317074
195,Bos taurus,96.0,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.5,495,192.0,308,5.0,0.6164383561643836,0.99,0.7597851112816577
196,Bos taurus,96.0,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.55,495,194.0,306,5.0,0.6179775280898876,0.99,0.7609531129900077
197,Bos taurus,96.0,protein,Swiss Prot,6,output_simreads/sencha/index/refsprot_t1e9_protein_k6.index,0.6,492,209.0,291,8.0,0.6283524904214559,0.984,0.7669524551831643
198,Bos taurus,96.0,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.45,387,460.0,40,113.0,0.9063231850117096,0.774,0.8349514563106797
199,Bos taurus,96.0,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.5,368,468.0,32,132.0,0.92,0.736,0.8177777777777778
200,Bos taurus,96.0,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.55,354,476.0,24,146.0,0.9365079365079365,0.708,0.806378132118451
201,Bos taurus,96.0,protein,Swiss Prot,7,output_simreads/sencha/index/refsprot_t1e9_protein_k7.index,0.6,339,480.0,20,161.0,0.9442896935933147,0.678,0.7892898719441213
202,Bos taurus,96.0,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.45,331,486.0,14,169.0,0.9594202898550724,0.662,0.7834319526627219
203,Bos taurus,96.0,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.5,319,488.0,12,181.0,0.9637462235649547,0.638,0.7677496991576415
204,Bos taurus,96.0,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.55,309,488.0,12,191.0,0.9626168224299065,0.618,0.7527405602923265
205,Bos taurus,96.0,protein,Swiss Prot,8,output_simreads/sencha/index/refsprot_t1e9_protein_k8.index,0.6,300,488.0,12,200.0,0.9615384615384616,0.6,0.7389162561576355
206,Bos taurus,96.0,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.45,321,488.0,12,179.0,0.963963963963964,0.642,0.7707082833133254
207,Bos taurus,96.0,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.5,308,488.0,12,192.0,0.9625,0.616,0.751219512195122
208,Bos taurus,96.0,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.55,297,488.0,12,203.0,0.9611650485436893,0.594,0.7342398022249692
209,Bos taurus,96.0,protein,Swiss Prot,9,output_simreads/sencha/index/refsprot_t1e9_protein_k9.index,0.6,281,488.0,12,219.0,0.9590443686006825,0.562,0.7087011349306431
210,Bos taurus,96.0,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.45,305,488.0,12,195.0,0.9621451104100947,0.61,0.7466340269277845
211,Bos taurus,96.0,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.5,294,488.0,12,206.0,0.9607843137254902,0.588,0.7295285359801488
212,Bos taurus,96.0,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.55,282,488.0,12,218.0,0.9591836734693877,0.564,0.7103274559193954
213,Bos taurus,96.0,protein,Swiss Prot,10,output_simreads/sencha/index/refsprot_t1e9_protein_k10.index,0.6,266,488.0,12,234.0,0.9568345323741008,0.532,0.6838046272493574
214,Bos taurus,96.0,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.45,295,488.0,12,205.0,0.9609120521172638,0.59,0.731102850061958
215,Bos taurus,96.0,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.5,284,488.0,12,216.0,0.9594594594594594,0.568,0.7135678391959799
216,Bos taurus,96.0,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.55,272,488.0,12,228.0,0.9577464788732394,0.544,0.693877551020408
217,Bos taurus,96.0,protein,Swiss Prot,11,output_simreads/sencha/index/refsprot_t1e9_protein_k11.index,0.6,260,488.0,12,240.0,0.9558823529411765,0.52,0.6735751295336788
218,Bos taurus,96.0,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.45,290,488.0,12,210.0,0.9602649006622517,0.58,0.7231920199501247
219,Bos taurus,96.0,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.5,277,488.0,12,223.0,0.9584775086505191,0.554,0.7021546261089987
220,Bos taurus,96.0,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.55,268,488.0,12,232.0,0.9571428571428572,0.536,0.6871794871794872
221,Bos taurus,96.0,protein,Swiss Prot,12,output_simreads/sencha/index/refsprot_t1e9_protein_k12.index,0.6,252,488.0,12,248.0,0.9545454545454546,0.504,0.6596858638743456
222,Bos taurus,96.0,protein,Swiss Prot,13,output_simreads/sencha/index/refsprot_t1e9_protein_k13.index,0.5,269,488.0,12,231.0,0.9572953736654805,0.538,0.6888604353393086
223,Bos taurus,96.0,protein,Swiss Prot,15,output_simreads/sencha/index/refsprot_t1e9_protein_k15.index,0.5,253,488.0,12,247.0,0.9547169811320755,0.506,0.661437908496732
224,Bos taurus,96.0,protein,Swiss Prot,17,output_simreads/sencha/index/refsprot_t1e9_protein_k17.index,0.5,213,493.0,7,287.0,0.9681818181818181,0.426,0.5916666666666666
225,Bos taurus,96.0,protein,Swiss Prot,19,output_simreads/sencha/index/refsprot_t1e9_protein_k19.index,0.5,203,493.0,7,297.0,0.9666666666666667,0.406,0.571830985915493
226,Bos taurus,96.0,protein,Swiss Prot,21,output_simreads/sencha/index/refsprot_t1e9_protein_k21.index,0.5,199,493.0,7,301.0,0.9660194174757282,0.398,0.5637393767705383
227,Bos taurus,96.0,protein,Swiss Prot,23,output_simreads/sencha/index/refsprot_t1e9_protein_k23.index,0.5,191,500.0,0,309.0,1.0,0.382,0.552821997105644
228,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,5,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k5.index,0.5,496,167.0,333,4.0,0.5983112183353438,0.992,0.7464258841234012
229,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,7,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k7.index,0.5,496,167.0,333,4.0,0.5983112183353438,0.992,0.7464258841234012
230,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.45,496,171.0,329,4.0,0.6012121212121212,0.992,0.7486792452830189
231,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.5,496,176.0,324,4.0,0.6048780487804878,0.992,0.7515151515151515
232,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.55,496,184.0,316,4.0,0.6108374384236454,0.992,0.7560975609756098
233,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,9,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k9.index,0.6,493,192.0,308,7.0,0.6154806491885143,0.986,0.7578785549577248
234,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.45,490,241.0,259,10.0,0.6542056074766355,0.98,0.7846277021617294
235,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.5,481,253.0,247,19.0,0.6607142857142857,0.962,0.783387622149837
236,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.55,477,269.0,231,23.0,0.673728813559322,0.954,0.7897350993377483
237,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,10,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k10.index,0.6,465,291.0,209,35.0,0.6899109792284867,0.93,0.7921635434412266
238,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.45,428,352.0,148,72.0,0.7430555555555556,0.856,0.7955390334572491
239,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.5,407,365.0,135,93.0,0.7509225092250923,0.814,0.781190019193858
240,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.55,387,381.0,119,113.0,0.7648221343873518,0.774,0.7693836978131213
241,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,11,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k11.index,0.6,356,413.0,87,144.0,0.8036117381489842,0.712,0.7550371155885471
242,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.45,343,431.0,69,157.0,0.8325242718446602,0.686,0.7521929824561403
243,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.5,315,438.0,62,185.0,0.8355437665782494,0.63,0.7183580387685291
244,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.55,308,442.0,58,192.0,0.8415300546448088,0.616,0.7113163972286374
245,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,12,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k12.index,0.6,287,454.0,46,213.0,0.8618618618618619,0.574,0.6890756302521008
246,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.45,297,461.0,39,203.0,0.8839285714285714,0.594,0.7105263157894736
247,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.5,280,466.0,34,220.0,0.89171974522293,0.56,0.687960687960688
248,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.55,269,470.0,30,231.0,0.8996655518394648,0.538,0.6733416770963705
249,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,13,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k13.index,0.6,248,481.0,19,252.0,0.9288389513108615,0.496,0.6466753585397653
250,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.45,275,477.0,23,225.0,0.9228187919463087,0.55,0.6892230576441103
251,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.5,258,484.0,16,242.0,0.9416058394160584,0.516,0.6666666666666666
252,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.55,245,485.0,15,255.0,0.9423076923076923,0.49,0.6447368421052632
253,Canis lupus familiaris,96.0,dayhoff,Homo sapiens QfO,14,output_simreads/sencha/index/refHsapiens_QfO_t1e8_dayhoff_k14.index,0.6,228,489.0,11,272.0,0.9539748953974896,0.456,0.6170500676589986
